"city_name" "date" "temperature" "temp_type" "site_name"
"181" "Perth" 2008-06-29 18.2 "max" "PERTH AIRPORT"
"182" "Perth" 2008-06-30 17.4 "max" "PERTH AIRPORT"
"183" "Perth" 2008-07-01 18.9 "max" "PERTH AIRPORT"
"184" "Perth" 2008-07-02 20.4 "max" "PERTH AIRPORT"
"185" "Perth" 2008-07-03 19.4 "max" "PERTH AIRPORT"
"186" "Perth" 2008-07-04 19 "max" "PERTH AIRPORT"
"187" "Perth" 2008-07-05 17.2 "max" "PERTH AIRPORT"
"188" "Perth" 2008-07-06 15.8 "max" "PERTH AIRPORT"
"189" "Perth" 2008-07-07 18.4 "max" "PERTH AIRPORT"
"190" "Perth" 2008-07-08 20.2 "max" "PERTH AIRPORT"
"191" "Perth" 2008-07-09 19 "max" "PERTH AIRPORT"
"192" "Perth" 2008-07-10 19.6 "max" "PERTH AIRPORT"
"193" "Perth" 2008-07-11 17.6 "max" "PERTH AIRPORT"
"194" "Perth" 2008-07-12 16.9 "max" "PERTH AIRPORT"
"195" "Perth" 2008-07-13 18.8 "max" "PERTH AIRPORT"
"196" "Perth" 2008-07-14 19.7 "max" "PERTH AIRPORT"
"197" "Perth" 2008-07-15 17.2 "max" "PERTH AIRPORT"
"198" "Perth" 2008-07-16 16.6 "max" "PERTH AIRPORT"
"199" "Perth" 2008-07-17 16.7 "max" "PERTH AIRPORT"
"200" "Perth" 2008-07-18 17.5 "max" "PERTH AIRPORT"
"201" "Perth" 2008-07-19 14.6 "max" "PERTH AIRPORT"
"202" "Perth" 2008-07-20 17.6 "max" "PERTH AIRPORT"
"203" "Perth" 2008-07-21 17.3 "max" "PERTH AIRPORT"
"204" "Perth" 2008-07-22 19.3 "max" "PERTH AIRPORT"
"205" "Perth" 2008-07-23 17.2 "max" "PERTH AIRPORT"
"206" "Perth" 2008-07-24 18.5 "max" "PERTH AIRPORT"
"207" "Perth" 2008-07-25 17.5 "max" "PERTH AIRPORT"
"208" "Perth" 2008-07-26 19.5 "max" "PERTH AIRPORT"
"209" "Perth" 2008-07-27 20.4 "max" "PERTH AIRPORT"
"210" "Perth" 2008-07-28 16.6 "max" "PERTH AIRPORT"
"211" "Perth" 2008-07-29 17.3 "max" "PERTH AIRPORT"
"212" "Perth" 2008-07-30 16.4 "max" "PERTH AIRPORT"
"213" "Perth" 2008-07-31 13.7 "max" "PERTH AIRPORT"
"214" "Perth" 2008-08-01 15.9 "max" "PERTH AIRPORT"
"215" "Perth" 2008-08-02 16.9 "max" "PERTH AIRPORT"
"216" "Perth" 2008-08-03 17.1 "max" "PERTH AIRPORT"
"217" "Perth" 2008-08-04 18.4 "max" "PERTH AIRPORT"
"218" "Perth" 2008-08-05 20.1 "max" "PERTH AIRPORT"
"219" "Perth" 2008-08-06 20.7 "max" "PERTH AIRPORT"
"220" "Perth" 2008-08-07 17.7 "max" "PERTH AIRPORT"
"221" "Perth" 2008-08-08 17.3 "max" "PERTH AIRPORT"
"222" "Perth" 2008-08-09 17.8 "max" "PERTH AIRPORT"
"223" "Perth" 2008-08-10 18.2 "max" "PERTH AIRPORT"
"224" "Perth" 2008-08-11 20.2 "max" "PERTH AIRPORT"
"225" "Perth" 2008-08-12 17.4 "max" "PERTH AIRPORT"
"226" "Perth" 2008-08-13 19 "max" "PERTH AIRPORT"
"227" "Perth" 2008-08-14 20.5 "max" "PERTH AIRPORT"
"228" "Perth" 2008-08-15 22.5 "max" "PERTH AIRPORT"
"229" "Perth" 2008-08-16 23.5 "max" "PERTH AIRPORT"
"230" "Perth" 2008-08-17 23.1 "max" "PERTH AIRPORT"
"231" "Perth" 2008-08-18 22.7 "max" "PERTH AIRPORT"
"232" "Perth" 2008-08-19 16.9 "max" "PERTH AIRPORT"
"233" "Perth" 2008-08-20 16.9 "max" "PERTH AIRPORT"
"234" "Perth" 2008-08-21 17 "max" "PERTH AIRPORT"
"235" "Perth" 2008-08-22 18.6 "max" "PERTH AIRPORT"
"236" "Perth" 2008-08-23 20.8 "max" "PERTH AIRPORT"
"237" "Perth" 2008-08-24 21.1 "max" "PERTH AIRPORT"
"238" "Perth" 2008-08-25 20.3 "max" "PERTH AIRPORT"
"239" "Perth" 2008-08-26 20.7 "max" "PERTH AIRPORT"
"240" "Perth" 2008-08-27 23.8 "max" "PERTH AIRPORT"
"241" "Perth" 2008-08-28 21.3 "max" "PERTH AIRPORT"
"242" "Perth" 2008-08-29 19 "max" "PERTH AIRPORT"
"243" "Perth" 2008-08-30 16.9 "max" "PERTH AIRPORT"
"244" "Perth" 2008-08-31 17.7 "max" "PERTH AIRPORT"
"245" "Perth" 2008-09-01 18.5 "max" "PERTH AIRPORT"
"246" "Perth" 2008-09-02 23.1 "max" "PERTH AIRPORT"
"247" "Perth" 2008-09-03 26.1 "max" "PERTH AIRPORT"
"248" "Perth" 2008-09-04 19.7 "max" "PERTH AIRPORT"
"249" "Perth" 2008-09-05 22.3 "max" "PERTH AIRPORT"
"250" "Perth" 2008-09-06 19.4 "max" "PERTH AIRPORT"
"251" "Perth" 2008-09-07 20.1 "max" "PERTH AIRPORT"
"252" "Perth" 2008-09-08 22.2 "max" "PERTH AIRPORT"
"253" "Perth" 2008-09-09 21.5 "max" "PERTH AIRPORT"
"254" "Perth" 2008-09-10 18 "max" "PERTH AIRPORT"
"255" "Perth" 2008-09-11 20.2 "max" "PERTH AIRPORT"
"256" "Perth" 2008-09-12 21.2 "max" "PERTH AIRPORT"
"257" "Perth" 2008-09-13 17.6 "max" "PERTH AIRPORT"
"258" "Perth" 2008-09-14 20.5 "max" "PERTH AIRPORT"
"259" "Perth" 2008-09-15 19.7 "max" "PERTH AIRPORT"
"260" "Perth" 2008-09-16 22.7 "max" "PERTH AIRPORT"
"261" "Perth" 2008-09-17 19.1 "max" "PERTH AIRPORT"
"262" "Perth" 2008-09-18 NA "max" "PERTH AIRPORT"
"263" "Perth" 2008-09-19 NA "max" "PERTH AIRPORT"
"264" "Perth" 2008-09-20 NA "max" "PERTH AIRPORT"
"265" "Perth" 2008-09-21 NA "max" "PERTH AIRPORT"
"266" "Perth" 2008-09-22 NA "max" "PERTH AIRPORT"
"267" "Perth" 2008-09-23 NA "max" "PERTH AIRPORT"
"268" "Perth" 2008-09-24 25.9 "max" "PERTH AIRPORT"
"269" "Perth" 2008-09-25 16.2 "max" "PERTH AIRPORT"
"270" "Perth" 2008-09-26 18.5 "max" "PERTH AIRPORT"
"271" "Perth" 2008-09-27 18.4 "max" "PERTH AIRPORT"
"272" "Perth" 2008-09-28 21.5 "max" "PERTH AIRPORT"
"273" "Perth" 2008-09-29 24.8 "max" "PERTH AIRPORT"
"274" "Perth" 2008-09-30 19.3 "max" "PERTH AIRPORT"
"275" "Perth" 2008-10-01 20 "max" "PERTH AIRPORT"
"276" "Perth" 2008-10-02 18.9 "max" "PERTH AIRPORT"
"277" "Perth" 2008-10-03 18.7 "max" "PERTH AIRPORT"
"278" "Perth" 2008-10-04 19.2 "max" "PERTH AIRPORT"
"279" "Perth" 2008-10-05 19.5 "max" "PERTH AIRPORT"
"280" "Perth" 2008-10-06 20.3 "max" "PERTH AIRPORT"
"281" "Perth" 2008-10-07 22.4 "max" "PERTH AIRPORT"
"282" "Perth" 2008-10-08 26.1 "max" "PERTH AIRPORT"
"283" "Perth" 2008-10-09 23.7 "max" "PERTH AIRPORT"
"284" "Perth" 2008-10-10 26 "max" "PERTH AIRPORT"
"285" "Perth" 2008-10-11 20.3 "max" "PERTH AIRPORT"
"286" "Perth" 2008-10-12 20.3 "max" "PERTH AIRPORT"
"287" "Perth" 2008-10-13 22.6 "max" "PERTH AIRPORT"
"288" "Perth" 2008-10-14 29.1 "max" "PERTH AIRPORT"
"289" "Perth" 2008-10-15 32.7 "max" "PERTH AIRPORT"
"290" "Perth" 2008-10-16 22.2 "max" "PERTH AIRPORT"
"291" "Perth" 2008-10-17 21.8 "max" "PERTH AIRPORT"
"292" "Perth" 2008-10-18 26.4 "max" "PERTH AIRPORT"
"293" "Perth" 2008-10-19 32.8 "max" "PERTH AIRPORT"
"294" "Perth" 2008-10-20 34.3 "max" "PERTH AIRPORT"
"295" "Perth" 2008-10-21 33.7 "max" "PERTH AIRPORT"
"296" "Perth" 2008-10-22 30.7 "max" "PERTH AIRPORT"
"297" "Perth" 2008-10-23 29.9 "max" "PERTH AIRPORT"
"298" "Perth" 2008-10-24 23.3 "max" "PERTH AIRPORT"
"299" "Perth" 2008-10-25 20.9 "max" "PERTH AIRPORT"
"300" "Perth" 2008-10-26 21.6 "max" "PERTH AIRPORT"
"301" "Perth" 2008-10-27 23.5 "max" "PERTH AIRPORT"
"302" "Perth" 2008-10-28 21 "max" "PERTH AIRPORT"
"303" "Perth" 2008-10-29 22.4 "max" "PERTH AIRPORT"
"304" "Perth" 2008-10-30 20 "max" "PERTH AIRPORT"
"305" "Perth" 2008-10-31 22.5 "max" "PERTH AIRPORT"
"306" "Perth" 2008-11-01 24.2 "max" "PERTH AIRPORT"
"307" "Perth" 2008-11-02 26.5 "max" "PERTH AIRPORT"
"308" "Perth" 2008-11-03 19.6 "max" "PERTH AIRPORT"
"309" "Perth" 2008-11-04 20.3 "max" "PERTH AIRPORT"
"310" "Perth" 2008-11-05 20 "max" "PERTH AIRPORT"
"311" "Perth" 2008-11-06 19.5 "max" "PERTH AIRPORT"
"312" "Perth" 2008-11-07 20.7 "max" "PERTH AIRPORT"
"313" "Perth" 2008-11-08 24.7 "max" "PERTH AIRPORT"
"314" "Perth" 2008-11-09 28 "max" "PERTH AIRPORT"
"315" "Perth" 2008-11-10 26.5 "max" "PERTH AIRPORT"
"316" "Perth" 2008-11-11 22.4 "max" "PERTH AIRPORT"
"317" "Perth" 2008-11-12 23.8 "max" "PERTH AIRPORT"
"318" "Perth" 2008-11-13 24.3 "max" "PERTH AIRPORT"
"319" "Perth" 2008-11-14 24.2 "max" "PERTH AIRPORT"
"320" "Perth" 2008-11-15 25.7 "max" "PERTH AIRPORT"
"321" "Perth" 2008-11-16 26.1 "max" "PERTH AIRPORT"
"322" "Perth" 2008-11-17 26.3 "max" "PERTH AIRPORT"
"323" "Perth" 2008-11-18 26.2 "max" "PERTH AIRPORT"
"324" "Perth" 2008-11-19 30.4 "max" "PERTH AIRPORT"
"325" "Perth" 2008-11-20 24.3 "max" "PERTH AIRPORT"
"326" "Perth" 2008-11-21 23.9 "max" "PERTH AIRPORT"
"327" "Perth" 2008-11-22 23.8 "max" "PERTH AIRPORT"
"328" "Perth" 2008-11-23 22.5 "max" "PERTH AIRPORT"
"329" "Perth" 2008-11-24 22 "max" "PERTH AIRPORT"
"330" "Perth" 2008-11-25 23.5 "max" "PERTH AIRPORT"
"331" "Perth" 2008-11-26 22.2 "max" "PERTH AIRPORT"
"332" "Perth" 2008-11-27 22.8 "max" "PERTH AIRPORT"
"333" "Perth" 2008-11-28 24.1 "max" "PERTH AIRPORT"
"334" "Perth" 2008-11-29 24.2 "max" "PERTH AIRPORT"
"335" "Perth" 2008-11-30 25.5 "max" "PERTH AIRPORT"
"336" "Perth" 2008-12-01 27.7 "max" "PERTH AIRPORT"
"337" "Perth" 2008-12-02 33.3 "max" "PERTH AIRPORT"
"338" "Perth" 2008-12-03 22.8 "max" "PERTH AIRPORT"
"339" "Perth" 2008-12-04 23.9 "max" "PERTH AIRPORT"
"340" "Perth" 2008-12-05 23.5 "max" "PERTH AIRPORT"
"341" "Perth" 2008-12-06 28.3 "max" "PERTH AIRPORT"
"342" "Perth" 2008-12-07 27.8 "max" "PERTH AIRPORT"
"343" "Perth" 2008-12-08 23 "max" "PERTH AIRPORT"
"344" "Perth" 2008-12-09 22.8 "max" "PERTH AIRPORT"
"345" "Perth" 2008-12-10 21.8 "max" "PERTH AIRPORT"
"346" "Perth" 2008-12-11 26 "max" "PERTH AIRPORT"
"347" "Perth" 2008-12-12 26 "max" "PERTH AIRPORT"
"348" "Perth" 2008-12-13 32.1 "max" "PERTH AIRPORT"
"349" "Perth" 2008-12-14 38.1 "max" "PERTH AIRPORT"
"350" "Perth" 2008-12-15 27.8 "max" "PERTH AIRPORT"
"351" "Perth" 2008-12-16 27.8 "max" "PERTH AIRPORT"
"352" "Perth" 2008-12-17 27 "max" "PERTH AIRPORT"
"353" "Perth" 2008-12-18 31.8 "max" "PERTH AIRPORT"
"354" "Perth" 2008-12-19 30 "max" "PERTH AIRPORT"
"355" "Perth" 2008-12-20 23.8 "max" "PERTH AIRPORT"
"356" "Perth" 2008-12-21 24.6 "max" "PERTH AIRPORT"
"357" "Perth" 2008-12-22 28.7 "max" "PERTH AIRPORT"
"358" "Perth" 2008-12-23 27.5 "max" "PERTH AIRPORT"
"359" "Perth" 2008-12-24 28 "max" "PERTH AIRPORT"
"360" "Perth" 2008-12-25 28.8 "max" "PERTH AIRPORT"
"361" "Perth" 2008-12-26 28.2 "max" "PERTH AIRPORT"
"362" "Perth" 2008-12-27 30.3 "max" "PERTH AIRPORT"
"363" "Perth" 2008-12-28 32.8 "max" "PERTH AIRPORT"
"364" "Perth" 2008-12-29 37.5 "max" "PERTH AIRPORT"
"365" "Perth" 2008-12-30 40 "max" "PERTH AIRPORT"
"366" "Perth" 2008-12-31 36.3 "max" "PERTH AIRPORT"
"367" "Perth" 2009-01-01 37.2 "max" "PERTH AIRPORT"
"368" "Perth" 2009-01-02 36.1 "max" "PERTH AIRPORT"
"369" "Perth" 2009-01-03 34.4 "max" "PERTH AIRPORT"
"370" "Perth" 2009-01-04 36.5 "max" "PERTH AIRPORT"
"371" "Perth" 2009-01-05 37.2 "max" "PERTH AIRPORT"
"372" "Perth" 2009-01-06 36.4 "max" "PERTH AIRPORT"
"373" "Perth" 2009-01-07 36.3 "max" "PERTH AIRPORT"
"374" "Perth" 2009-01-08 37.2 "max" "PERTH AIRPORT"
"375" "Perth" 2009-01-09 37.1 "max" "PERTH AIRPORT"
"376" "Perth" 2009-01-10 35.7 "max" "PERTH AIRPORT"
"377" "Perth" 2009-01-11 39.1 "max" "PERTH AIRPORT"
"378" "Perth" 2009-01-12 28.4 "max" "PERTH AIRPORT"
"379" "Perth" 2009-01-13 26.9 "max" "PERTH AIRPORT"
"380" "Perth" 2009-01-14 31.7 "max" "PERTH AIRPORT"
"381" "Perth" 2009-01-15 39.8 "max" "PERTH AIRPORT"
"382" "Perth" 2009-01-16 43 "max" "PERTH AIRPORT"
"383" "Perth" 2009-01-17 32.6 "max" "PERTH AIRPORT"
"384" "Perth" 2009-01-18 33.5 "max" "PERTH AIRPORT"
"385" "Perth" 2009-01-19 30 "max" "PERTH AIRPORT"
"386" "Perth" 2009-01-20 30.1 "max" "PERTH AIRPORT"
"387" "Perth" 2009-01-21 27.3 "max" "PERTH AIRPORT"
"388" "Perth" 2009-01-22 28.7 "max" "PERTH AIRPORT"
"389" "Perth" 2009-01-23 28.9 "max" "PERTH AIRPORT"
