"city_name" "year" "mean"
"133" "Perth" 1993 1.78324175824176
"134" "Perth" 1994 1.94904109589041
"135" "Perth" 1995 2.11315068493151
"136" "Perth" 1996 2.34617486338798
"137" "Perth" 1997 1.72458563535912
"138" "Perth" 1998 1.85
"139" "Perth" 1999 2.01675824175824
"140" "Perth" 2000 1.9900826446281
"141" "Perth" 2001 1.92845070422535
"142" "Perth" 2002 1.70831024930748
"143" "Perth" 2003 2.12506887052342
"144" "Perth" 2004 1.56842105263158
"145" "Perth" 2005 2.22299168975069
"146" "Perth" 2006 1.22
"147" "Perth" 2007 1.85494505494506
"148" "Perth" 2008 2.12044198895028
"149" "Perth" 2009 1.52417582417582
"150" "Perth" 2010 1.40824175824176
"151" "Perth" 2011 2.18666666666667
"152" "Perth" 2012 1.78796561604585
"153" "Perth" 2013 2.07138888888889
"154" "Perth" 2014 1.78342541436464
"155" "Perth" 2015 1.53805555555556
"156" "Perth" 2016 2.05196629213483
"157" "Perth" 2017 2.04900284900285
"158" "Perth" 2018 2.12637362637363
"159" "Sydney" 1970 3.02328767123288
"160" "Sydney" 1971 3.03808219178082
"161" "Sydney" 1972 3.50355191256831
"162" "Sydney" 1973 4.08904109589041
"163" "Sydney" 1974 4.39013698630137
"164" "Sydney" 1975 3.54219178082192
"165" "Sydney" 1976 4.87049180327869
"166" "Sydney" 1977 2.52931506849315
"167" "Sydney" 1978 4.10575342465753
"168" "Sydney" 1979 2.22082191780822
"169" "Sydney" 1980 2.01147540983607
"170" "Sydney" 1981 2.84465753424658
"171" "Sydney" 1982 2.29671232876712
"172" "Sydney" 1983 3.68739726027397
"173" "Sydney" 1984 4.91967213114754
"174" "Sydney" 1985 3.33424657534247
"175" "Sydney" 1986 3.35698630136986
"176" "Sydney" 1987 3.59671232876712
"177" "Sydney" 1988 5.08688524590164
"178" "Sydney" 1989 4.18191780821918
"179" "Sydney" 1990 5.4158904109589
"180" "Sydney" 1991 3.07232876712329
"181" "Sydney" 1992 3.50382513661202
"182" "Sydney" 1993 2.5013698630137
"183" "Sydney" 1994 2.48821917808219
"184" "Sydney" 1995 3.36931506849315
"185" "Sydney" 1996 3.13825136612022
"186" "Sydney" 1997 2.95397260273973
"187" "Sydney" 1998 4.51671232876712
"188" "Sydney" 1999 4.02849315068493
"189" "Sydney" 2000 2.2448087431694
"190" "Sydney" 2001 3.7227397260274
"191" "Sydney" 2002 2.35616438356164
"192" "Sydney" 2003 3.28876712328767
"193" "Sydney" 2004 2.71912568306011
"194" "Sydney" 2005 2.23561643835616
"195" "Sydney" 2006 2.72328767123288
"196" "Sydney" 2007 4.10739726027397
"197" "Sydney" 2008 2.95792349726776
"198" "Sydney" 2009 2.61972602739726
"199" "Sydney" 2010 3.1878453038674
"200" "Sydney" 2011 3.75123287671233
"201" "Sydney" 2012 3.31584699453552
"202" "Sydney" 2013 3.68328767123288
"203" "Sydney" 2014 2.48531855955679
"204" "Sydney" 2015 3.66630136986301
"205" "Sydney" 2016 3.78579234972678
"206" "Sydney" 2017 2.96308539944904
"207" "Sydney" 2018 2.7478021978022
