"month" "mean"
"1" "01" 27.0243836844464
"2" "02" 26.9100233100233
"3" "03" 25.5356051218505
"4" "04" 23.0016935483871
"5" "05" 20.2244529350469
"6" "06" 17.8130026809651
"7" "07" 17.2585365853659
"8" "08" 17.8392474974111
"9" "09" 19.7777169948942
"10" "10" 21.7666910420475
"11" "11" 23.7087671232877
"12" "12" 25.7853999153618
