"month" "mean"
"1" "01" 18.856207978485
"2" "02" 18.968344988345
"3" "03" 17.432507228418
"4" "04" 14.3734677419355
"5" "05" 11.515977770059
"6" "06" 9.49172252010724
"7" "07" 8.30373983739837
"8" "08" 8.6887469796341
"9" "09" 10.4222100656455
"10" "10" 12.7302376599634
"11" "11" 15.2632876712329
"12" "12" 17.4151925518409
